region,station,kind,param,name,from,to
RX,A07,Cal,PM25,Mirasol,130605,260918
RX,A08,Cal,PM25,Alerce,170318,260918
RX,A09,Cal,PM10,Puerto Varas,210220,260918
RX,A09,Cal,PM25,Puerto Varas,200428,260918
RX,AA2,Cal,PM25,Universidad de Los Lagos,240301,260918
RXI,B03,Cal,PM10,Coyhaique,070301,260918
RXI,B03,Cal,PM25,Coyhaique,130301,260918
RXI,B04,Cal,0001,Coyhaique II,130901,260918
RXI,B04,Cal,0002,Coyhaique II,150625,170829
RXI,B04,Cal,0003,Coyhaique II,130901,170829
RXI,B04,Cal,0004,Coyhaique II,130901,260918
RXI,B04,Cal,0008,Coyhaique II,140101,260918
RXI,B04,Cal,0NOX,Coyhaique II,150625,170829
RXI,B04,Cal,PM10,Coyhaique II,130901,260918
RXI,B04,Cal,PM25,Coyhaique II,130901,260918
RXI,B05,Cal,PM25,Vialidad,171024,260918
RXI,B06,Cal,PM25,Cochrane,210310,260918
RXII,C05,Cal,PM25,Punta Arenas,131205,260918
RXIV,E01,Cal,0001,Consultorio Mafil,080101,091231
RXIV,E01,Cal,0002,Consultorio Mafil,080101,091231
RXIV,E01,Cal,0003,Consultorio Mafil,080101,091231
RXIV,E01,Cal,0004,Consultorio Mafil,080101,091231
RXIV,E01,Cal,0008,Consultorio Mafil,080101,091231
RXIV,E01,Cal,0NOX,Consultorio Mafil,080101,091231
RXIV,E01,Cal,PM10,Consultorio Mafil,080101,091231
RXIV,E02,Cal,0001,Vivero Los Castanos,080104,090630
RXIV,E02,Cal,0002,Vivero Los Castanos,080404,090630
RXIV,E02,Cal,0003,Vivero Los Castanos,080101,090630
RXIV,E02,Cal,0004,Vivero Los Castanos,080101,090630
RXIV,E02,Cal,0008,Vivero Los Castanos,080103,090630
RXIV,E02,Cal,0NOX,Vivero Los Castanos,080103,090630
RXIV,E02,Cal,PM10,Vivero Los Castanos,080102,090630
RXIV,E03,Cal,0001,Valdivia,150516,260919
RXIV,E04,Cal,PM25,La Union,171016,260918
RXIV,E05,Cal,0001,Fundo La Ribera,080101,090628
RXIV,E05,Cal,0002,Fundo La Ribera,080101,090630
RXIV,E05,Cal,0003,Fundo La Ribera,080101,090630
RXIV,E05,Cal,0004,Fundo La Ribera,080101,090628
RXIV,E05,Cal,0008,Fundo La Ribera,080101,090628
RXIV,E05,Cal,0NOX,Fundo La Ribera,080101,090630
RXIV,E05,Cal,PM10,Fundo La Ribera,080101,090630
RXIV,E06,Cal,0001,CESFAM Lago Ranco,110617,110822
RXIV,E06,Cal,0003,CESFAM Lago Ranco,110617,110822
RXIV,E06,Cal,0004,CESFAM Lago Ranco,110617,110822
RXIV,E06,Cal,PM10,CESFAM Lago Ranco,110617,110822
RXIV,E06,Cal,PM25,CESFAM Lago Ranco,110617,110822
RXIV,E08,Cal,PM10,Valdivia 2,180901,260918
RXIV,E08,Cal,PM25,Valdivia 2,180901,260918
RXV,F01,Cal,PM25,Arica,000101,260918
